Work Order Number,Customer Number,Name,Address,City,State,OrderDate,DayOfWeek,Latitude,Longitude,Rt,Food Pallets,Pet Food Pallets,Chemical Pallets,Total Pallets,Seq
900770,067,Customer 067,8977 Main Street,Bronx,NY,03/03/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.86,0.35,0.0,1.21,4
900762,041,Customer 041,9956 Main Street,New York,NY,03/03/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.61,0.0,0.0,0.61,1
900758,015,Customer 015,6287 Main Street,Bronx,NY,03/03/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.58,0.0,0.0,0.58,2
900759,028,Customer 028,9737 Main Street,Queens,NY,03/03/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.5,0.0,0.0,0.5,1
900766,056,Customer 056,2275 Main Street,Queens,NY,03/03/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.91,0.0,0.0,0.91,2
900763,044,Customer 044,5095 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.47,0.0,0.0,0.47,1
900764,047,Customer 047,897 Main Street,Manhattan,NY,03/03/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.58,0.0,0.0,0.58,1
900767,058,Customer 058,5428 Main Street,Manhattan,NY,03/03/2026,Tuesday,40.71874598664543,-73.98172887364404,3,0.5,0.04,0.0,0.54,2
900765,053,Customer 053,7983 Main Street,Queens,NY,03/03/2026,Tuesday,40.7618627220245,-73.88916852512102,5,2.2,0.35,0.25,2.8,1
900769,063,Customer 063,9471 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.96,0.0,0.0,2.96,1
900768,062,Customer 062,7359 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.689239848977614,-73.91777406506378,10,2.52,0.0,0.25,2.77,2
900771,072,Customer 072,3044 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.65171110205392,-73.9191771105472,9,0.6,0.0,0.0,0.6,1
900772,077,Customer 077,5349 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.68010726771517,-73.91396093950846,23,0.96,0.14,0.0,1.1,1
900773,083,Customer 083,1727 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.63287188101084,-74.16028394578468,16,3.47,0.0,0.0,3.47,1
900774,084,Customer 084,2626 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.52,0.19,0.0,0.71,1
900775,087,Customer 087,1058 Main Street,Brooklyn,NY,03/03/2026,Tuesday,40.66150707860249,-73.87346498223229,99,9.46,0.0,0.25,9.71,1
900776,089,Customer 089,2081 Main Street,Bronx,NY,03/03/2026,Tuesday,40.830728643622344,-73.89126472129591,33,5.88,0.0,0.0,5.88,1
900777,009,Customer 009,9188 Main Street,Queens,NY,03/04/2026,Wednesday,40.600009486593315,-73.74405287870175,1,0.52,0.0,0.0,0.52,1
900778,012,Customer 012,2432 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.636920669008184,-74.1652722110478,16,0.5,0.0,0.0,0.5,1
900779,014,Customer 014,9195 Main Street,Manhattan,NY,03/04/2026,Wednesday,40.76099884306126,-73.94084004193822,5,0.68,0.0,0.0,0.68,1
900788,041,Customer 041,3003 Main Street,New York,NY,03/04/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.58,0.0,0.0,0.58,1
900780,015,Customer 015,4839 Main Street,Bronx,NY,03/04/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.4,0.0,0.0,0.4,2
900787,032,Customer 032,8111 Main Street,Bronx,NY,03/04/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.44,0.0,0.0,0.44,3
900781,018,Customer 018,6328 Main Street,Bronx,NY,03/04/2026,Wednesday,40.84297611177931,-73.84592385676613,31,4.99,0.0,0.0,4.99,1
900782,019,Customer 019,4709 Main Street,Manhattan,NY,03/04/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.91,0.0,0.0,0.91,1
900783,021,Customer 021,2114 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.44,0.0,0.0,1.44,1
900784,024,Customer 024,5315 Main Street,Bronx,NY,03/04/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.83,0.0,0.0,0.83,1
900785,025,Customer 025,7517 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.96,0.0,0.0,0.96,1
900786,026,Customer 026,9922 Main Street,Queens,NY,03/04/2026,Wednesday,40.67584687606802,-73.85557337127459,73,4.1,0.0,0.0,4.1,1
900789,048,Customer 048,5962 Main Street,Queens,NY,03/04/2026,Wednesday,40.75405265049564,-73.81832518415463,2,0.57,0.0,0.0,0.57,1
900791,056,Customer 056,4644 Main Street,Queens,NY,03/04/2026,Wednesday,40.7572560717902,-73.91514119505781,2,0.98,0.0,0.0,0.98,2
900790,055,Customer 055,3525 Main Street,Queens,NY,03/04/2026,Wednesday,40.69661296220641,-73.82879015350318,25,5.51,0.03,0.0,5.54,1
900792,057,Customer 057,9368 Main Street,Bronx,NY,03/04/2026,Wednesday,40.81995444568525,-73.89158623543398,70,0.51,0.36,0.0,0.87,1
900797,082,Customer 082,4195 Main Street,Bronx,NY,03/04/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.8,0.0,0.0,0.8,2
900796,079,Customer 079,1440 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.65822719611959,-73.92944076589842,24,1.78,0.08,0.0,1.86,1
900793,060,Customer 060,9437 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.676333247614394,-73.88613509640518,24,0.84,0.14,0.0,0.98,2
900794,067,Customer 067,7537 Main Street,Bronx,NY,03/04/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.87,0.0,0.0,0.87,1
900795,068,Customer 068,5392 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.63036297971589,-74.08136228889674,17,0.87,0.15,0.0,1.02,1
900798,085,Customer 085,493 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.6758490834141,-73.87795663986044,11,0.89,0.08,0.0,0.97,1
900799,086,Customer 086,1866 Main Street,Bronx,NY,03/04/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.84,0.0,0.0,0.84,1
900800,092,Customer 092,1667 Main Street,Brooklyn,NY,03/04/2026,Wednesday,40.63740290973405,-73.92010562279191,35,3.51,0.0,0.0,3.51,1
900801,005,Customer 005,5039 Main Street,Queens,NY,03/05/2026,Thursday,40.69747391202919,-73.82905390354207,25,2.29,0.13,0.0,2.42,1
900807,035,Customer 035,9266 Main Street,Queens,NY,03/05/2026,Thursday,40.594970715995146,-73.77416307485291,1,0.71,0.0,0.0,0.71,1
900802,009,Customer 009,6835 Main Street,Queens,NY,03/05/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.41,0.0,0.0,0.41,2
900811,043,Customer 043,7743 Main Street,Queens,NY,03/05/2026,Thursday,40.68152075934443,-73.85443641970784,1,0.61,0.11,0.0,0.72,3
900803,013,Customer 013,1759 Main Street,New York,NY,03/05/2026,Thursday,40.81574307418728,-73.9379714247544,14,0.63,0.0,0.0,0.63,1
900804,018,Customer 018,1206 Main Street,Bronx,NY,03/05/2026,Thursday,40.84297611177931,-73.84592385676613,31,3.64,0.0,0.0,3.64,1
900805,023,Customer 023,3146 Main Street,Queens,NY,03/05/2026,Thursday,40.76091447600587,-73.88181045003793,5,1.06,0.0,0.05,1.11,1
900809,040,Customer 040,9576 Main Street,Queens,NY,03/05/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.62,0.0,0.0,0.62,2
900806,030,Customer 030,2515 Main Street,Brooklyn,NY,03/05/2026,Thursday,40.63878496266752,-73.97263862633669,17,2.43,0.0,0.0,2.43,1
900808,039,Customer 039,7894 Main Street,Bronx,NY,03/05/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.67,0.0,0.0,0.67,1
900810,042,Customer 042,791 Main Street,Brooklyn,NY,03/05/2026,Thursday,40.63208584532311,-73.96647452968952,9,2.01,0.14,0.0,2.15,1
900812,048,Customer 048,210 Main Street,Queens,NY,03/05/2026,Thursday,40.75405265049564,-73.81832518415463,2,0.57,0.0,0.0,0.57,1
900815,056,Customer 056,4389 Main Street,Queens,NY,03/05/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.72,0.0,0.0,0.72,2
900813,049,Customer 049,4860 Main Street,Bronx,NY,03/05/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.42,0.35,0.0,0.77,1
900814,050,Customer 050,586 Main Street,Bronx,NY,03/05/2026,Thursday,40.88504380789946,-73.85462851943738,7,1.05,0.0,0.0,1.05,2
900816,075,Customer 075,6231 Main Street,Manhattan,NY,03/05/2026,Thursday,40.70710965261643,-73.94500754484459,6,1.6,0.11,0.0,1.71,1
900817,078,Customer 078,8873 Main Street,Manhattan,NY,03/05/2026,Thursday,40.76169824334662,-73.94957140792144,21,0.79,0.14,0.0,0.93,1
900818,086,Customer 086,1162 Main Street,Bronx,NY,03/05/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.79,0.0,0.0,0.79,1
900819,090,Customer 090,6225 Main Street,Queens,NY,03/05/2026,Thursday,40.66953057344241,-73.7824756165742,34,5.89,0.0,0.0,5.89,1
900820,093,Customer 093,9667 Main Street,Queens,NY,03/05/2026,Thursday,40.692614111895054,-73.84437929166077,36,4.34,0.0,0.0,4.34,1
900821,004,Customer 004,6229 Main Street,New York,NY,03/06/2026,Friday,40.81882756334608,-73.93725056647254,20,4.14,0.0,0.0,4.14,1
900822,005,Customer 005,8600 Main Street,Queens,NY,03/06/2026,Friday,40.69747391202919,-73.82905390354207,25,2.24,0.12,0.0,2.36,1
900835,065,Customer 065,6422 Main Street,Manhattan,NY,03/06/2026,Friday,40.76900862942308,-73.96497922070525,4,0.68,0.06,0.01,0.75,1
900823,006,Customer 006,7081 Main Street,Manhattan,NY,03/06/2026,Friday,40.80740818873632,-73.96565982955099,4,0.83,0.0,0.0,0.83,2
900833,061,Customer 061,5487 Main Street,Brooklyn,NY,03/06/2026,Friday,40.598422117306654,-73.94163633556525,15,0.73,0.0,0.0,0.73,1
900824,007,Customer 007,4573 Main Street,Brooklyn,NY,03/06/2026,Friday,40.63116428754058,-73.96665280296365,15,3.41,0.0,0.0,3.41,2
900825,008,Customer 008,5983 Main Street,Bronx,NY,03/06/2026,Friday,40.81813101864817,-73.90411620231987,70,1.2,0.0,0.0,1.2,1
900826,017,Customer 017,4196 Main Street,Brooklyn,NY,03/06/2026,Friday,40.68918573963909,-73.95966142657014,30,1.65,0.0,0.0,1.65,1
900840,080,Customer 080,9539 Main Street,Queens,NY,03/06/2026,Friday,40.67620628689007,-73.74285399139629,2,0.79,0.0,0.0,0.79,1
900827,028,Customer 028,6716 Main Street,Queens,NY,03/06/2026,Friday,40.71519521264396,-73.74349772371512,2,0.47,0.0,0.0,0.47,2
900828,031,Customer 031,2545 Main Street,Bronx,NY,03/06/2026,Friday,40.85734534786821,-73.89474039555732,22,1.8,0.0,0.04,1.84,1
900829,037,Customer 037,5681 Main Street,Brooklyn,NY,03/06/2026,Friday,40.6314761543859,-73.98026120703442,8,0.6,0.0,0.0,0.6,1
900838,073,Customer 073,7878 Main Street,Brooklyn,NY,03/06/2026,Friday,40.65052535821618,-73.96218340829046,8,0.73,0.15,0.0,0.88,2
900830,050,Customer 050,6967 Main Street,Bronx,NY,03/06/2026,Friday,40.88504380789946,-73.85462851943738,7,1.13,0.0,0.0,1.13,1
900831,051,Customer 051,5009 Main Street,Queens,NY,03/06/2026,Friday,40.60737229758411,-73.75316746816085,1,0.87,0.0,0.0,0.87,1
900832,054,Customer 054,5510 Main Street,Manhattan,NY,03/06/2026,Friday,40.70449809311375,-73.95658499114683,10,0.61,0.0,0.0,0.61,1
900834,064,Customer 064,625 Main Street,Brooklyn,NY,03/06/2026,Friday,40.67139788117989,-73.9340888408256,23,1.37,0.14,0.0,1.51,1
900836,068,Customer 068,2915 Main Street,Brooklyn,NY,03/06/2026,Friday,40.63036297971589,-74.08136228889674,17,0.73,0.1,0.0,0.83,1
900837,071,Customer 071,1226 Main Street,Manhattan,NY,03/06/2026,Friday,40.74827382831262,-73.98413653314174,3,0.62,0.0,0.02,0.64,1
900839,074,Customer 074,7619 Main Street,Bronx,NY,03/06/2026,Friday,40.87654063424415,-73.86675762676278,71,2.44,0.03,0.0,2.47,1
900841,083,Customer 083,4973 Main Street,Brooklyn,NY,03/06/2026,Friday,40.63287188101084,-74.16028394578468,16,4.47,0.0,0.0,4.47,1
900842,088,Customer 088,3105 Main Street,Bronx,NY,03/06/2026,Friday,40.85920015425595,-73.90056567901365,31,5.71,0.0,0.0,5.71,1
900864,091,Customer 091,2945 Main Street,Queens,NY,03/09/2026,Monday,40.69772873982824,-73.8341823153853,45,0.95,0.0,0.0,0.95,1
900843,001,Customer 001,3659 Main Street,Bronx,NY,03/09/2026,Monday,40.82393494763585,-73.90903906592717,45,4.22,0.35,0.0,4.57,2
900844,003,Customer 003,1823 Main Street,Bronx,NY,03/09/2026,Monday,40.86555164559,-73.88702973397817,19,9.25,0.0,0.0,9.25,1
900845,005,Customer 005,831 Main Street,Queens,NY,03/09/2026,Monday,40.69747391202919,-73.82905390354207,25,2.63,0.09,0.0,2.72,1
900846,010,Customer 010,275 Main Street,Brooklyn,NY,03/09/2026,Monday,40.65654070000209,-73.91897014191731,6,0.57,0.0,0.0,0.57,1
900858,059,Customer 059,5590 Main Street,Brooklyn,NY,03/09/2026,Monday,40.67755950741335,-73.91187495774679,6,0.47,0.17,0.0,0.64,2
900847,015,Customer 015,7271 Main Street,Bronx,NY,03/09/2026,Monday,40.82239448550935,-73.91429829435131,21,0.5,0.35,0.0,0.85,1
900848,016,Customer 016,395 Main Street,Bronx,NY,03/09/2026,Monday,40.854973107257365,-73.86437656576189,21,0.61,0.0,0.0,0.61,2
900849,018,Customer 018,283 Main Street,Bronx,NY,03/09/2026,Monday,40.84297611177931,-73.84592385676613,31,3.52,0.0,0.0,3.52,1
900850,020,Customer 020,8821 Main Street,Queens,NY,03/09/2026,Monday,40.70811449489744,-73.79898444261066,32,0.49,0.0,0.25,0.74,1
900851,021,Customer 021,1784 Main Street,Brooklyn,NY,03/09/2026,Monday,40.68093339365346,-73.94670663597643,18,1.52,0.0,0.0,1.52,1
900852,025,Customer 025,6238 Main Street,Brooklyn,NY,03/09/2026,Monday,40.69835136729073,-73.9158925078441,8,0.9,0.0,0.0,0.9,1
900853,028,Customer 028,1135 Main Street,Queens,NY,03/09/2026,Monday,40.71519521264396,-73.74349772371512,2,0.41,0.35,0.0,0.76,1
900857,056,Customer 056,2277 Main Street,Queens,NY,03/09/2026,Monday,40.7572560717902,-73.91514119505781,2,0.86,0.0,0.0,0.86,2
900854,034,Customer 034,9308 Main Street,Manhattan,NY,03/09/2026,Monday,40.768896755175966,-73.95610818925888,3,1.5,0.0,0.06,1.56,1
900861,066,Customer 066,2584 Main Street,Brooklyn,NY,03/09/2026,Monday,40.66065294279969,-73.87876303673895,1,0.62,0.07,0.0,0.69,1
900855,043,Customer 043,3706 Main Street,Queens,NY,03/09/2026,Monday,40.68152075934443,-73.85443641970784,1,0.55,0.07,0.0,0.62,2
900856,045,Customer 045,3680 Main Street,Brooklyn,NY,03/09/2026,Monday,40.63550402142037,-74.13303054062014,Bronx,0.92,0.0,0.25,1.17,1
900859,060,Customer 060,3908 Main Street,Brooklyn,NY,03/09/2026,Monday,40.676333247614394,-73.88613509640518,24,0.95,0.12,0.0,1.07,1
900860,063,Customer 063,3973 Main Street,Brooklyn,NY,03/09/2026,Monday,40.689007393638555,-73.9173641706466,10,2.19,0.0,0.0,2.19,1
900862,067,Customer 067,7370 Main Street,Bronx,NY,03/09/2026,Monday,40.86604266971237,-73.92623623009767,14,0.85,0.0,0.0,0.85,1
900863,084,Customer 084,6350 Main Street,Brooklyn,NY,03/09/2026,Monday,40.66480658774192,-73.9572281363883,15,0.62,0.27,0.0,0.89,1
900870,036,Customer 036,4282 Main Street,New York,NY,03/10/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.61,0.0,0.43,1.04,1
900865,013,Customer 013,7331 Main Street,New York,NY,03/10/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.8,0.0,0.0,0.8,2
900873,052,Customer 052,6615 Main Street,Bronx,NY,03/10/2026,Tuesday,40.84586642009279,-73.89820757611032,14,1.64,0.0,0.0,1.64,3
900869,029,Customer 029,6213 Main Street,Bronx,NY,03/10/2026,Tuesday,40.853619797063494,-73.90831990645347,14,2.2,0.0,0.0,2.2,4
900878,067,Customer 067,2300 Main Street,Bronx,NY,03/10/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.89,0.0,0.0,0.89,5
900871,041,Customer 041,7047 Main Street,New York,NY,03/10/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.48,0.35,0.0,0.83,1
900866,015,Customer 015,7997 Main Street,Bronx,NY,03/10/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.5,0.0,0.0,0.5,2
900867,016,Customer 016,5018 Main Street,Bronx,NY,03/10/2026,Tuesday,40.854973107257365,-73.86437656576189,21,0.51,0.0,0.0,0.51,3
900868,028,Customer 028,6231 Main Street,Queens,NY,03/10/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.44,0.35,0.0,0.79,1
900874,056,Customer 056,5051 Main Street,Queens,NY,03/10/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.94,0.0,0.0,0.94,2
900872,047,Customer 047,2514 Main Street,Manhattan,NY,03/10/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.55,0.0,0.0,0.55,1
900876,063,Customer 063,6620 Main Street,Brooklyn,NY,03/10/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.59,0.0,0.0,2.59,1
900875,062,Customer 062,9481 Main Street,Brooklyn,NY,03/10/2026,Tuesday,40.689239848977614,-73.91777406506378,10,2.54,0.0,0.0,2.54,2
900877,065,Customer 065,6945 Main Street,Manhattan,NY,03/10/2026,Tuesday,40.76900862942308,-73.96497922070525,4,0.56,0.09,0.01,0.66,1
900879,081,Customer 081,6288 Main Street,Brooklyn,NY,03/10/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.27,0.0,0.0,1.27,1
900880,083,Customer 083,1751 Main Street,Brooklyn,NY,03/10/2026,Tuesday,40.63287188101084,-74.16028394578468,16,2.99,0.0,0.0,2.99,1
900881,087,Customer 087,6254 Main Street,Brooklyn,NY,03/10/2026,Tuesday,40.66150707860249,-73.87346498223229,99,7.2,0.0,0.0,7.2,1
900882,089,Customer 089,5621 Main Street,Bronx,NY,03/10/2026,Tuesday,40.830728643622344,-73.89126472129591,33,7.77,0.0,0.0,7.77,1
900883,007,Customer 007,2375 Main Street,Brooklyn,NY,03/11/2026,Wednesday,40.63116428754058,-73.96665280296365,15,4.09,0.0,0.0,4.09,1
900891,041,Customer 041,8160 Main Street,New York,NY,03/11/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.55,0.0,0.0,0.55,1
900893,078,Customer 078,4963 Main Street,Manhattan,NY,03/11/2026,Wednesday,40.76169824334662,-73.94957140792144,21,0.77,0.11,0.0,0.88,2
900884,015,Customer 015,151 Main Street,Bronx,NY,03/11/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.6,0.0,0.0,0.6,3
900890,032,Customer 032,7225 Main Street,Bronx,NY,03/11/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.57,0.0,0.0,0.57,4
900885,018,Customer 018,5433 Main Street,Bronx,NY,03/11/2026,Wednesday,40.84297611177931,-73.84592385676613,31,3.32,0.0,0.25,3.57,1
900886,019,Customer 019,1433 Main Street,Manhattan,NY,03/11/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.7,0.0,0.0,0.7,1
900887,021,Customer 021,1745 Main Street,Brooklyn,NY,03/11/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.67,0.0,0.0,1.67,1
900888,024,Customer 024,8367 Main Street,Bronx,NY,03/11/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.6,0.0,0.0,0.6,1
900889,026,Customer 026,7748 Main Street,Queens,NY,03/11/2026,Wednesday,40.67584687606802,-73.85557337127459,73,4.39,0.0,0.0,4.39,1
900892,067,Customer 067,8875 Main Street,Bronx,NY,03/11/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.83,0.35,0.25,1.43,1
900894,082,Customer 082,662 Main Street,Bronx,NY,03/11/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.77,0.0,0.0,0.77,1
900895,086,Customer 086,3634 Main Street,Bronx,NY,03/11/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.97,0.0,0.0,0.97,1
900896,005,Customer 005,2708 Main Street,Queens,NY,03/12/2026,Thursday,40.69747391202919,-73.82905390354207,25,2.61,0.14,0.0,2.75,1
900897,009,Customer 009,8748 Main Street,Queens,NY,03/12/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.62,0.0,0.0,0.62,1
900898,018,Customer 018,2781 Main Street,Bronx,NY,03/12/2026,Thursday,40.84297611177931,-73.84592385676613,31,3.39,0.0,0.0,3.39,1
900899,023,Customer 023,6034 Main Street,Queens,NY,03/12/2026,Thursday,40.76091447600587,-73.88181045003793,5,1.28,0.0,0.05,1.33,1
900901,040,Customer 040,6250 Main Street,Queens,NY,03/12/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.55,0.0,0.0,0.55,2
900900,030,Customer 030,7863 Main Street,Brooklyn,NY,03/12/2026,Thursday,40.63878496266752,-73.97263862633669,17,3.05,0.0,0.0,3.05,1
900902,049,Customer 049,8451 Main Street,Bronx,NY,03/12/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.4,0.0,0.0,0.4,1
900903,050,Customer 050,1649 Main Street,Bronx,NY,03/12/2026,Thursday,40.88504380789946,-73.85462851943738,7,1.03,0.0,0.0,1.03,2
900904,056,Customer 056,8906 Main Street,Queens,NY,03/12/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.67,0.35,0.0,1.02,1
900905,059,Customer 059,8104 Main Street,Brooklyn,NY,03/12/2026,Thursday,40.67755950741335,-73.91187495774679,6,0.53,0.14,0.0,0.67,1
900906,071,Customer 071,9522 Main Street,Manhattan,NY,03/12/2026,Thursday,40.74827382831262,-73.98413653314174,3,0.5,0.0,0.01,0.51,1
900907,083,Customer 083,4907 Main Street,Brooklyn,NY,03/12/2026,Thursday,40.63287188101084,-74.16028394578468,16,3.44,0.0,0.0,3.44,1
900908,086,Customer 086,5869 Main Street,Bronx,NY,03/12/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.86,0.0,0.0,0.86,1
900909,093,Customer 093,9145 Main Street,Queens,NY,03/12/2026,Thursday,40.692614111895054,-73.84437929166077,36,5.07,0.0,0.0,5.07,1
900910,005,Customer 005,4264 Main Street,Queens,NY,03/13/2026,Friday,40.69747391202919,-73.82905390354207,25,3.22,0.1,0.0,3.32,1
900911,006,Customer 006,4513 Main Street,Manhattan,NY,03/13/2026,Friday,40.80740818873632,-73.96565982955099,4,0.96,0.0,0.0,0.96,1
900912,007,Customer 007,8479 Main Street,Brooklyn,NY,03/13/2026,Friday,40.63116428754058,-73.96665280296365,15,3.82,0.0,0.0,3.82,1
900913,008,Customer 008,7204 Main Street,Bronx,NY,03/13/2026,Friday,40.81813101864817,-73.90411620231987,70,1.34,0.0,0.0,1.34,1
900914,031,Customer 031,9474 Main Street,Bronx,NY,03/13/2026,Friday,40.85734534786821,-73.89474039555732,22,2.6,0.35,0.03,2.98,1
900915,047,Customer 047,6306 Main Street,Manhattan,NY,03/13/2026,Friday,40.71773283828544,-73.98411846097412,3,0.52,0.0,0.0,0.52,1
900916,051,Customer 051,6952 Main Street,Queens,NY,03/13/2026,Friday,40.60737229758411,-73.75316746816085,1,0.73,0.0,0.0,0.73,1
900917,064,Customer 064,1402 Main Street,Brooklyn,NY,03/13/2026,Friday,40.67139788117989,-73.9340888408256,23,1.6,0.16,0.0,1.76,1
900918,068,Customer 068,275 Main Street,Brooklyn,NY,03/13/2026,Friday,40.63036297971589,-74.08136228889674,17,0.74,0.12,0.0,0.86,1
900919,074,Customer 074,6743 Main Street,Bronx,NY,03/13/2026,Friday,40.87654063424415,-73.86675762676278,71,2.87,0.04,0.0,2.91,1
900920,075,Customer 075,7062 Main Street,Manhattan,NY,03/13/2026,Friday,40.70710965261643,-73.94500754484459,6,1.23,0.16,0.25,1.64,1
900921,080,Customer 080,793 Main Street,Queens,NY,03/13/2026,Friday,40.67620628689007,-73.74285399139629,2,0.77,0.0,0.0,0.77,1
900922,083,Customer 083,1330 Main Street,Brooklyn,NY,03/13/2026,Friday,40.63287188101084,-74.16028394578468,16,4.4,0.0,0.0,4.4,1
